loss,accuracy
5.216333389282227,0.2014388489208633
6.044541358947754,0.13468013468013468
5.872049808502197,0.13284132841328414
5.504890441894531,0.1678082191780822
6.382117748260498,0.14869888475836432
5.951804161071777,0.13059701492537312
5.697006702423096,0.16556291390728478
5.104652404785156,0.18928571428571428
5.616928577423096,0.14935064935064934
5.517980575561523,0.19217081850533807
5.668139934539795,0.1673469387755102
5.673493385314941,0.13970588235294118
5.7162604331970215,0.18575851393188855
5.392172336578369,0.1895910780669145
5.584899425506592,0.21138211382113822
5.357237339019775,0.2109090909090909
5.694904327392578,0.16279069767441862
5.296905040740967,0.1794871794871795
5.688845157623291,0.13636363636363635
5.7801971435546875,0.14285714285714285
5.295116424560547,0.19455252918287938
5.770156383514404,0.15333333333333332
5.930716514587402,0.13026819923371646
5.527029514312744,0.17625899280575538
5.491271495819092,0.16666666666666666
5.489403247833252,0.18045112781954886
6.029428482055664,0.14232209737827714
5.370754241943359,0.1897810218978102
5.511770725250244,0.19855595667870035
5.284159183502197,0.16842105263157894
5.641607284545898,0.1685823754789272
5.549466609954834,0.15492957746478872
