loss,accuracy
5.278944492340088,0.16906474820143885
5.641654014587402,0.15333333333333332
5.669929027557373,0.17358490566037735
5.3264079093933105,0.17142857142857143
5.679813385009766,0.13405797101449277
5.564093112945557,0.14661654135338345
5.55453634262085,0.156794425087108
5.881779670715332,0.14492753623188406
5.303928852081299,0.18250950570342206
4.977579593658447,0.20078740157480315
5.491269111633301,0.18631178707224336
5.483903408050537,0.20224719101123595
5.77509069442749,0.15357142857142858
5.548301696777344,0.12015503875968993
5.5991411209106445,0.12142857142857143
5.539541721343994,0.12915129151291513
5.532121658325195,0.18631178707224336
5.2945451736450195,0.1791530944625407
5.610845565795898,0.14728682170542637
5.2321577072143555,0.2134387351778656
5.082696914672852,0.1953125
5.638381481170654,0.19617224880382775
5.607405662536621,0.15734265734265734
5.358918190002441,0.17857142857142858
5.226973056793213,0.18411552346570398
5.761735439300537,0.140893470790378
5.763725757598877,0.11764705882352941
5.767389297485352,0.16541353383458646
5.37734317779541,0.1660377358490566
5.538600921630859,0.17343173431734318
5.394062519073486,0.16791044776119404
5.702091693878174,0.1896551724137931
