loss,accuracy
5.285861492156982,0.16842105263157894
5.714559555053711,0.16422287390029325
5.663855075836182,0.15416666666666667
5.701246738433838,0.16049382716049382
5.097509860992432,0.20754716981132076
5.828697204589844,0.13953488372093023
5.698051929473877,0.17301038062283736
5.771859169006348,0.14012738853503184
5.536115646362305,0.14915254237288136
5.344150543212891,0.19540229885057472
5.709410190582275,0.15413533834586465
5.967693328857422,0.19540229885057472
5.757628440856934,0.16610169491525423
5.654908180236816,0.11382113821138211
5.824000835418701,0.14336917562724014
5.463804244995117,0.13427561837455831
5.723907947540283,0.12237762237762238
5.569172382354736,0.14429530201342283
5.686744213104248,0.14166666666666666
5.363780498504639,0.14615384615384616
5.1921586990356445,0.16956521739130434
5.60788106918335,0.16
5.403800964355469,0.17253521126760563
5.372626304626465,0.1955128205128205
5.423887252807617,0.20376175548589343
5.859494686126709,0.12837837837837837
6.097370147705078,0.11904761904761904
5.693425178527832,0.15018315018315018
5.20304012298584,0.17407407407407408
5.460043907165527,0.1757188498402556
5.765589714050293,0.1456953642384106
5.3369269371032715,0.21428571428571427
