loss,accuracy
5.540372848510742,0.170316301703163
5.570298194885254,0.16270566727605118
5.849123477935791,0.15384615384615385
5.733242034912109,0.15568862275449102
6.112524032592773,0.12475247524752475
5.870707035064697,0.16554809843400448
5.891846179962158,0.13617886178861788
5.63195276260376,0.14519427402862986
5.666959285736084,0.16173570019723865
5.789276123046875,0.12962962962962962
5.733826160430908,0.16167664670658682
5.6701273918151855,0.13333333333333333
5.6536641120910645,0.16216216216216217
5.806519508361816,0.1394335511982571
5.657015323638916,0.16919739696312364
5.683151721954346,0.21377672209026127
5.770065784454346,0.1540084388185654
5.773077011108398,0.13320079522862824
5.693887233734131,0.16804979253112035
5.91872501373291,0.15337423312883436
5.648509502410889,0.15778251599147122
5.773834705352783,0.15225563909774437
5.587113857269287,0.17148760330578514
5.3428778648376465,0.1722689075630252
5.966932773590088,0.14680851063829786
5.460906505584717,0.16759776536312848
5.891437530517578,0.11677282377919321
5.851057052612305,0.14979757085020243
5.703125953674316,0.1522633744855967
5.713756561279297,0.13485477178423236
5.601136207580566,0.16853932584269662
5.906939506530762,0.1896551724137931
